client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_group,client_ref,total_properties_bought,total_investment_value,avg_property_value,max_property_value,avg_floor_area,latest_purchase_date,Apartment,Office,purchase_recency_days,multi_property_buyer_flag,cluster,hierarchical_cluster,buyer_segment
C1240,Individual,Gloria,Wright,1984-11-12,F,USA,Nevada,Investment,4,Yes,Website,42.0,31-45,C1240,3,1018594.4400000001,339531.48000000004,534650.14,1104.51,2025-02-01,2,1,423,1,2,0,Corporate Buyers
C1241,Individual,Danielle,Martin,,F,USA,California,Personal Use,1,No,Agency,56.0,46-60,C1241,4,1157084.5899999999,289271.14749999996,410171.8,948.835,2024-11-01,4,0,515,1,2,0,Corporate Buyers
C1242,Individual,Gerald,Collins,,M,USA,California,Personal Use,3,Yes,Website,56.0,46-60,C1242,3,1055842.78,351947.5933333333,424910.39,1138.4233333333334,2024-12-01,3,0,485,1,2,3,Corporate Buyers
C1243,Individual,Jeffrey,Edwards,1948-10-04,M,USA,Colorado,Personal Use,1,No,Website,78.0,60+,C1243,4,1419502.04,354875.51,541890.18,1246.6175,2025-06-01,4,0,303,1,3,0,Luxury Investors
C1244,Individual,Joseph,Phillips,1992-06-10,M,USA,Utah,Investment,5,Yes,Website,34.0,31-45,C1244,3,1438309.93,479436.6433333333,598240.7,1513.17,2025-03-01,1,2,395,1,3,1,Luxury Investors
C1245,Individual,Edward,Reyes,1963-02-10,M,USA,California,Personal Use,3,Yes,Agency,63.0,60+,C1245,3,1422519.51,474173.17,500160.52,1529.4633333333334,2025-10-01,3,0,181,1,3,1,Luxury Investors
C1246,Individual,Joyce,Jackson,1943-05-10,F,Canada,Alberta,Personal Use,2,No,Agency,83.0,60+,C1246,3,859984.47,286661.49,360318.53,980.8699999999999,2025-03-01,2,1,395,1,2,0,Corporate Buyers
C1247,Individual,Judy,Moore,1957-04-09,F,USA,Nevada,Investment,2,No,Website,69.0,60+,C1247,4,1774416.3199999998,443604.07999999996,544990.2,1489.73,2025-04-01,4,0,364,1,3,1,Luxury Investors
C1248,Individual,Sara,Scott,1976-07-04,F,USA,Arizona,Personal Use,3,No,Agency,50.0,46-60,C1248,3,786895.89,262298.63,371938.81,899.62,2025-02-01,3,0,423,1,2,3,Corporate Buyers
C1249,Individual,Janet,James,,F,USA,California,Investment,1,No,Website,56.0,46-60,C1249,4,1289938.6400000001,322484.66000000003,465116.85,1146.0149999999999,2025-10-01,2,2,181,1,1,0,Global Investors
C1250,Individual,Jordan,Stewart,,M,USA,Nevada,Personal Use,5,No,Agency,56.0,46-60,C1250,3,1582661.61,527553.87,554882.17,1674.54,2025-01-01,2,1,454,1,3,1,Luxury Investors
C1251,Individual,Aaron,Thompson,1975-11-01,M,USA,Texas,Investment,5,No,Website,51.0,46-60,C1251,4,1246714.37,311678.5925,448815.67,967.0,2025-07-01,2,2,273,1,1,0,Global Investors
C1252,Individual,Margaret,Cook,,F,USA,Arizona,Personal Use,3,Yes,Website,56.0,46-60,C1252,3,1137673.55,379224.51666666666,513716.25,1221.6766666666665,2025-10-01,3,0,181,1,3,1,Luxury Investors
C1253,Individual,Jason,Flores,,M,USA,California,Personal Use,2,No,Agency,56.0,46-60,C1253,3,767162.2200000001,255720.74000000002,378213.4,814.3533333333334,2025-01-01,2,1,454,1,2,3,Corporate Buyers
C1254,Individual,Ethan,Freeman,1956-04-04,M,USA,California,Personal Use,5,Yes,Agency,70.0,60+,C1254,4,1604050.8800000001,401012.72000000003,471923.26,1279.9,2025-04-01,4,0,364,1,3,0,Luxury Investors
C1255,Individual,Mark,Patterson,,M,USA,California,Personal Use,3,No,Agency,56.0,46-60,C1255,4,1105130.19,276282.5475,469476.95,942.035,2025-05-01,3,1,334,1,1,3,Global Investors
C1256,Corporate,Triton,Co,,F,USA,California,Investment,4,No,Agency,56.0,46-60,C1256,3,1227293.02,409097.67333333334,483098.81,1357.1933333333334,2025-10-01,2,1,181,1,3,0,Luxury Investors
C1257,Individual,Michael,Scott,,M,USA,California,Personal Use,5,Yes,Agency,56.0,46-60,C1257,3,850550.13,283516.71,426820.06,893.3766666666667,2025-09-01,3,0,211,1,1,3,Global Investors
C1258,Individual,Betty,Stone,,F,USA,Nevada,Personal Use,1,No,Website,56.0,46-60,C1258,4,1015636.19,253909.0475,364302.2,821.355,2025-04-01,3,1,364,1,1,3,Global Investors
C1259,Individual,William,Edwards,,M,USA,California,Investment,3,Yes,Agency,56.0,46-60,C1259,4,1256766.51,314191.6275,464754.23,1004.1575,2025-12-01,3,1,120,1,1,0,Global Investors
C1260,Individual,Elizabeth,Ward,,F,USA,California,Personal Use,2,No,Agency,56.0,46-60,C1260,4,1633449.34,408362.335,541416.84,1423.1725,2025-12-01,3,1,120,1,3,0,Luxury Investors
C1261,Individual,Patrick,Kim,1976-09-03,M,USA,Utah,Personal Use,3,No,Client,50.0,46-60,C1261,3,1491163.72,497054.5733333333,596435.43,1504.28,2025-08-01,3,0,242,1,3,1,Luxury Investors
C1262,Individual,Dorothy,Evans,1950-11-10,F,USA,California,Investment,4,No,Agency,76.0,60+,C1262,3,961425.37,320475.12333333335,443089.55,1077.3233333333335,2025-02-01,3,0,423,1,2,0,Corporate Buyers
C1263,Individual,Lawrence,Alexander,,M,USA,California,Investment,3,No,Agency,56.0,46-60,C1263,4,1975384.2000000002,493846.05000000005,599817.91,1602.67,2025-10-01,4,0,181,1,3,1,Luxury Investors
C1264,Individual,Sarah,Garcia,1999-12-06,F,USA,California,Investment,1,No,Agency,27.0,18-30,C1264,3,1287173.46,429057.82,564663.44,1452.2633333333333,2024-10-01,2,1,546,1,3,0,Luxury Investors
C1265,Individual,Gary,White,,M,USA,Washington,Personal Use,1,Yes,Agency,56.0,46-60,C1265,3,1070432.96,356810.98666666663,421254.04,1325.71,2025-08-01,3,0,242,1,3,0,Luxury Investors
C1266,Individual,Christopher,Hughes,,M,UK,England,Personal Use,2,No,Website,56.0,46-60,C1266,4,1204291.73,301072.9325,444502.63,1101.9875,2025-10-01,4,0,181,1,1,0,Global Investors
C1267,Individual,Dorothy,Peterson,1965-04-07,F,USA,Colorado,Personal Use,3,Yes,Website,61.0,60+,C1267,3,1399933.8800000001,466644.6266666667,555003.81,1529.4633333333334,2024-12-01,3,0,485,1,3,1,Luxury Investors
C1268,Individual,Gloria,Green,1995-10-01,F,UK,Northern Ireland,Investment,1,Yes,Website,31.0,31-45,C1268,3,968928.25,322976.0833333333,396573.07,1003.3133333333334,2025-01-01,3,0,454,1,2,0,Corporate Buyers
C1269,Individual,Jack,Bennett,,M,USA,California,Personal Use,5,No,Website,56.0,46-60,C1269,3,1046535.0,348845.0,535553.54,1169.0466666666669,2025-11-01,3,0,150,1,1,0,Global Investors
C1270,Individual,Cheryl,Ward,,F,USA,Texas,Personal Use,4,No,Agency,56.0,46-60,C1270,3,1310435.53,436811.8433333333,556733.5,1465.92,2025-01-01,3,0,454,1,3,1,Luxury Investors
C1271,Individual,Noah,Anderson,1992-09-10,M,USA,California,Personal Use,2,Yes,Agency,34.0,31-45,C1271,4,1296911.85,324227.9625,477444.0,1040.5175,2025-06-01,3,1,303,1,1,0,Global Investors
C1272,Individual,Ryan,Collins,,M,France,Occitanie,Personal Use,1,Yes,Website,56.0,46-60,C1272,3,778830.7999999999,259610.26666666663,361880.91,899.62,2025-04-01,3,0,364,1,2,0,Corporate Buyers
C1273,Individual,Gerald,Jordan,,M,Canada,Alberta,Personal Use,5,No,Website,56.0,46-60,C1273,3,1462080.32,487360.1066666667,584971.87,1592.1233333333332,2025-12-01,3,0,120,1,3,1,Luxury Investors
C1274,Individual,Linda,Jones,1979-07-09,F,USA,California,Investment,1,Yes,Website,47.0,46-60,C1274,3,1038831.8500000001,346277.2833333334,514067.14,1193.7733333333333,2025-11-01,3,0,150,1,1,1,Global Investors
C1275,Individual,Jessica,Roberts,,F,USA,Georgia,Investment,1,No,Website,56.0,46-60,C1275,4,1737593.0,434398.25,567459.84,1312.8225,2025-10-01,3,1,181,1,3,1,Luxury Investors
C1276,Individual,Arthur,Griffin,1940-03-09,M,Australia,Victoria,Personal Use,1,Yes,Agency,86.0,60+,C1276,3,1635917.97,545305.99,569679.58,1754.9366666666667,2025-03-01,1,2,395,1,3,1,Luxury Investors
C1277,Individual,Lauren,Griffin,1981-04-01,F,USA,California,Investment,2,No,Agency,45.0,31-45,C1277,3,1270250.68,423416.8933333333,534790.76,1267.4066666666668,2025-12-01,2,1,120,1,3,1,Luxury Investors
C1278,Individual,Arthur,Griffin,,M,USA,Utah,Personal Use,4,No,Website,56.0,46-60,C1278,3,685587.81,228529.27000000002,366304.94,791.0400000000001,2025-05-01,3,0,334,1,1,3,Global Investors
C1279,Individual,Peter,Martin,1943-10-12,M,USA,California,Personal Use,4,Yes,Website,83.0,60+,C1279,3,1278123.59,426041.1966666667,498957.88,1366.5633333333335,2025-07-01,3,0,273,1,3,0,Luxury Investors
C1280,Individual,Jacob,Bennett,,M,USA,Texas,Personal Use,2,Yes,Website,56.0,46-60,C1280,3,1295836.68,431945.56,522661.73,1445.2933333333333,2025-06-01,3,0,303,1,3,1,Luxury Investors
C1281,Individual,Deborah,Edwards,1998-06-12,F,Canada,Manitoba,Investment,2,Yes,Website,28.0,18-30,C1281,3,889312.14,296437.38,372974.76,899.9899999999999,2025-10-01,3,0,181,1,1,0,Global Investors
C1282,Individual,Ashley,Taylor,,F,USA,Colorado,Investment,3,Yes,Agency,56.0,46-60,C1282,4,1302998.6,325749.65,387508.03,1155.47,2025-09-01,4,0,211,1,1,0,Global Investors
C1283,Individual,Janice,Collins,1945-11-08,F,USA,New York,Personal Use,3,No,Agency,81.0,60+,C1283,4,1479050.94,369762.735,705490.95,1185.59,2025-05-01,2,2,334,1,3,0,Luxury Investors
C1284,Individual,Patrick,Bennett,,M,USA,California,Personal Use,2,No,Website,56.0,46-60,C1284,4,1443865.51,360966.3775,575967.88,1111.6475,2025-12-01,3,1,120,1,1,0,Global Investors
C1285,Individual,Steven,Cox,1954-03-02,M,USA,Utah,Personal Use,4,Yes,Website,72.0,60+,C1285,3,1609592.58,536530.86,634786.2,1680.5266666666666,2025-11-01,2,1,150,1,3,1,Luxury Investors
C1286,Individual,Stephen,Evans,1963-07-10,M,USA,California,Personal Use,5,No,Agency,63.0,60+,C1286,3,1203306.91,401102.3033333333,558250.19,1192.5933333333332,2025-03-01,3,0,395,1,3,1,Luxury Investors
C1287,Individual,Diane,Hughes,1998-04-07,F,USA,California,Investment,4,No,Website,28.0,18-30,C1287,3,843581.37,281193.79,473066.31,901.6266666666667,2025-10-01,1,2,181,1,1,0,Global Investors
C1288,Individual,Sean,Cooper,,M,Belgium,Wallonia,Personal Use,3,No,Agency,56.0,46-60,C1288,3,971136.6900000001,323712.23000000004,408970.7,1155.4633333333334,2025-12-01,3,0,120,1,1,0,Global Investors
C1289,Individual,Samuel,Freeman,,M,Mexico,Jalisco,Investment,1,Yes,Agency,56.0,46-60,C1289,4,1076161.8599999999,269040.46499999997,501437.39,854.58,2025-07-01,4,0,273,1,1,3,Global Investors
C1290,Individual,Teresa,Long,,F,USA,Washington,Personal Use,3,Yes,Website,56.0,46-60,C1290,4,1332432.9100000001,333108.22750000004,498675.17,1195.1875,2025-12-01,4,0,120,1,1,0,Global Investors
C1291,Individual,Paul,Johnson,1983-11-09,M,USA,California,Investment,5,Yes,Website,43.0,31-45,C1291,3,1123403.46,374467.82,493844.01,1240.6066666666666,2025-04-01,3,0,364,1,3,0,Luxury Investors
C1292,Individual,Jordan,Evans,,M,USA,Texas,Investment,5,Yes,Website,56.0,46-60,C1292,4,1099365.94,274841.485,398499.79,1000.415,2025-08-01,3,1,242,1,1,0,Global Investors
C1293,Individual,Anna,Wright,1972-08-01,F,USA,California,Personal Use,1,No,Agency,54.0,46-60,C1293,4,1853570.08,463392.52,545279.84,1552.15,2025-04-01,3,1,364,1,3,1,Luxury Investors
C1294,Individual,Henry,Davis,1963-02-09,M,Canada,Ontario,Investment,3,Yes,Agency,63.0,60+,C1294,3,1220533.28,406844.4266666667,466941.91,1371.6133333333335,2024-08-01,3,0,607,1,2,1,Corporate Buyers
C1295,Individual,Anna,Bryant,,F,USA,California,Investment,1,Yes,Website,56.0,46-60,C1295,4,1478836.57,369709.1425,555296.53,1202.2649999999999,2024-06-01,4,0,668,1,2,0,Corporate Buyers
C1296,Individual,Keith,Hughes,1963-06-02,M,USA,Virginia,Personal Use,1,No,Website,63.0,60+,C1296,3,1025127.71,341709.23666666663,398516.06,1089.46,2024-08-01,2,1,607,1,2,3,Corporate Buyers
C1297,Corporate,Vertex,Co,1983-09-06,M,Germany,Berlin,Personal Use,5,No,Website,43.0,31-45,C1297,3,1169866.19,389955.39666666667,475302.44,1267.4066666666668,2025-11-01,2,1,150,1,3,0,Luxury Investors
C1298,Individual,Margaret,Taylor,1968-08-04,F,USA,California,Personal Use,2,No,Agency,58.0,46-60,C1298,4,1571360.11,392840.0275,531754.05,1276.8225,2025-10-01,4,0,181,1,3,0,Luxury Investors
C1299,Individual,Karen,James,1944-05-05,F,USA,California,Investment,3,No,Website,82.0,60+,C1299,3,1296600.42,432200.13999999996,592203.73,1440.1933333333334,2024-07-01,3,0,638,1,3,1,Luxury Investors
C1300,Individual,Judith,Collins,1961-01-06,F,USA,California,Personal Use,2,No,Website,65.0,60+,C1300,3,1428770.88,476256.95999999996,608055.99,1451.5366666666669,2025-05-01,1,2,334,1,3,1,Luxury Investors
C1301,Individual,Benjamin,Hayes,,M,USA,Virginia,Personal Use,2,No,Agency,56.0,46-60,C1301,3,742139.88,247379.96,361857.17,851.8699999999999,2024-08-01,2,1,607,1,2,3,Corporate Buyers
C1302,Individual,Jerry,Anderson,,M,USA,Arizona,Investment,5,No,Website,56.0,46-60,C1302,4,1709532.6,427383.15,562560.39,1486.3274999999999,2024-09-01,3,1,576,1,3,1,Luxury Investors
C1303,Individual,Christian,Miller,,M,USA,Arizona,Personal Use,3,Yes,Website,56.0,46-60,C1303,3,979418.98,326472.99333333335,461029.16,1106.3533333333332,2025-07-01,3,0,273,1,1,0,Global Investors
C1304,Individual,Angela,Cook,1985-06-08,F,USA,California,Investment,1,No,Website,41.0,31-45,C1304,3,965747.81,321915.9366666667,399943.02,1049.3799999999999,2025-04-01,3,0,364,1,2,3,Corporate Buyers
C1305,Individual,Catherine,Anderson,,F,USA,Georgia,Personal Use,4,No,Website,56.0,46-60,C1305,4,1034190.9,258547.725,354247.08,853.07,2025-10-01,4,0,181,1,1,3,Global Investors
C1306,Individual,Kathleen,Morales,,F,USA,Washington,Personal Use,5,No,Website,56.0,46-60,C1306,3,967094.76,322364.92,448817.69,1090.7733333333333,2025-05-01,2,1,334,1,2,0,Corporate Buyers
C1307,Individual,Rachel,Rogers,,F,USA,Colorado,Personal Use,5,No,Agency,56.0,46-60,C1307,3,920439.02,306813.00666666665,357710.2,1012.96,2025-11-01,3,0,150,1,1,3,Global Investors
C1308,Individual,Timothy,Sanders,2000-03-04,M,USA,California,Investment,5,No,Agency,26.0,18-30,C1308,4,1363559.13,340889.7825,599958.23,1042.1975,2025-12-01,3,1,120,1,1,0,Global Investors
C1309,Individual,David,Reyes,1999-12-06,M,USA,California,Personal Use,5,No,Website,27.0,18-30,C1309,3,1460171.4100000001,486723.8033333334,541188.53,1674.54,2025-07-01,3,0,273,1,3,1,Luxury Investors
C1310,Individual,Ann,Roberts,1955-05-04,F,USA,New York,Personal Use,5,No,Agency,71.0,60+,C1310,4,1244334.1400000001,311083.53500000003,411257.15,1077.195,2024-12-01,4,0,485,1,2,0,Corporate Buyers
C1311,Individual,Christopher,Ward,,M,UK,England,Personal Use,4,Yes,Client,56.0,46-60,C1311,3,1352275.6400000001,450758.5466666667,660723.3,1330.2166666666667,2025-08-01,3,0,242,1,3,1,Luxury Investors
C1312,Individual,Timothy,Stone,1942-09-03,M,USA,New York,Personal Use,5,No,Website,84.0,60+,C1312,3,786877.06,262292.35333333333,375142.73,801.46,2025-05-01,3,0,334,1,1,0,Global Investors
C1313,Individual,Heather,Reed,,F,Australia,Western Australia,Investment,3,No,Website,56.0,46-60,C1313,3,997579.61,332526.5366666667,408030.78,1138.4233333333334,2025-09-01,3,0,211,1,1,3,Global Investors
C1314,Individual,Rachel,Miller,,F,USA,Arizona,Personal Use,3,No,Website,56.0,46-60,C1314,3,803329.23,267776.41,446138.39,1037.11,2024-12-01,3,0,485,1,2,3,Corporate Buyers
C1315,Individual,Joshua,Garcia,,M,USA,Colorado,Personal Use,3,No,Agency,56.0,46-60,C1315,3,1066308.48,355436.16,500985.77,1136.21,2025-09-01,3,0,211,1,1,0,Global Investors
C1316,Individual,Emma,King,1993-05-09,F,USA,Colorado,Personal Use,2,Yes,Website,33.0,31-45,C1316,4,1238162.97,309540.7425,476167.41,1052.8325,2025-12-01,4,0,120,1,1,0,Global Investors
C1317,Corporate,Atlas,Co,,M,USA,Utah,Personal Use,2,Yes,Website,56.0,46-60,C1317,3,1315200.12,438400.04000000004,510290.62,1460.493333333333,2025-03-01,3,0,395,1,3,1,Luxury Investors
C1318,Individual,William,Montgomery,,M,USA,Texas,Personal Use,1,No,Website,56.0,46-60,C1318,4,1423923.98,355980.995,453584.44,1169.615,2025-04-01,3,1,364,1,3,0,Luxury Investors
C1319,Individual,Grace,James,,F,USA,Florida,Personal Use,3,Yes,Client,56.0,46-60,C1319,4,1424704.13,356176.0325,477046.12,1227.645,2025-03-01,4,0,395,1,3,0,Luxury Investors
C1320,Individual,Peter,Reyes,1969-05-03,M,USA,California,Investment,1,No,Website,57.0,46-60,C1320,3,1077693.04,359231.01333333337,429318.55,1129.1766666666665,2024-11-01,3,0,515,1,2,3,Corporate Buyers
C1321,Individual,Christopher,Reed,1990-09-11,M,USA,Colorado,Investment,5,No,Client,36.0,31-45,C1321,3,787847.37,262615.79,334266.66,853.8133333333334,2024-07-01,3,0,638,1,2,3,Corporate Buyers
C1322,Individual,Barbara,Reyes,,F,USA,California,Personal Use,5,No,Agency,56.0,46-60,C1322,3,1094026.3399999999,364675.4466666666,461651.6,1255.1200000000001,2025-04-01,3,0,364,1,2,1,Corporate Buyers
C1323,Individual,Nicholas,Moore,,M,USA,Utah,Personal Use,3,No,Website,56.0,46-60,C1323,4,1180654.6,295163.65,496038.87,975.4225,2025-10-01,4,0,181,1,1,0,Global Investors
C1324,Individual,Carl,Edwards,,M,USA,Arizona,Investment,2,Yes,Agency,56.0,46-60,C1324,3,1323306.51,441102.17,487388.83,1471.6200000000001,2025-09-01,3,0,211,1,3,1,Luxury Investors
C1325,Individual,George,Jones,1974-12-09,M,Canada,Alberta,Personal Use,5,Yes,Agency,52.0,46-60,C1325,4,1380292.56,345073.14,448348.86,1098.1675,2025-06-01,4,0,303,1,1,0,Global Investors
C1326,Individual,Brandon,Mitchell,,M,USA,Colorado,Investment,4,No,Website,56.0,46-60,C1326,4,1489578.01,372394.5025,578726.68,1239.145,2025-02-01,3,1,423,1,3,0,Luxury Investors
C1327,Individual,Betty,Carter,,F,USA,California,Personal Use,4,Yes,Website,56.0,46-60,C1327,3,664017.81,221339.27000000002,294967.99,775.5666666666666,2025-06-01,3,0,303,1,1,3,Global Investors
C1328,Individual,Sandra,Cooper,,F,USA,Washington,Personal Use,4,No,Website,56.0,46-60,C1328,4,1337283.29,334320.8225,477048.94,1173.8125,2025-12-01,4,0,120,1,1,0,Global Investors
C1329,Individual,Scott,Parker,,M,USA,California,Investment,3,Yes,Agency,56.0,46-60,C1329,3,1041797.56,347265.85333333333,457406.52,1127.1499999999999,2024-12-01,3,0,485,1,2,1,Corporate Buyers
C1330,Individual,Kelly,James,1975-05-02,F,USA,Colorado,Investment,2,No,Agency,51.0,46-60,C1330,4,835096.87,208774.2175,237035.97,699.545,2025-01-01,3,1,454,1,2,3,Corporate Buyers
C1331,Individual,Christina,Bennett,1986-10-06,F,USA,California,Investment,1,No,Agency,40.0,31-45,C1331,3,1047958.11,349319.37,512206.73,1113.29,2025-11-01,0,3,150,1,1,1,Global Investors
C1332,Individual,Michael,Howard,1995-12-11,M,USA,Washington,Investment,5,Yes,Agency,31.0,31-45,C1332,3,1227353.63,409117.87666666665,463019.11,1350.4933333333333,2024-08-01,3,0,607,1,2,0,Corporate Buyers
C1333,Individual,Jack,Hansen,,M,USA,Nevada,Investment,2,Yes,Website,56.0,46-60,C1333,4,1364310.45,341077.6125,521531.29,1146.9925,2024-12-01,3,1,485,1,2,0,Corporate Buyers
C1334,Individual,Victoria,Nelson,1965-12-08,F,USA,California,Personal Use,5,Yes,Agency,61.0,60+,C1334,4,1906641.78,476660.445,586460.03,1552.15,2025-12-01,3,1,120,1,3,1,Luxury Investors
C1335,Individual,Elizabeth,Hall,1982-05-01,F,USA,Oregon,Investment,2,Yes,Website,44.0,31-45,C1335,3,1001510.5800000001,333836.86000000004,565457.28,1070.1933333333334,2025-05-01,3,0,334,1,2,0,Corporate Buyers
C1336,Individual,Joyce,Thompson,1948-12-09,F,USA,California,Personal Use,5,No,Client,78.0,60+,C1336,4,1371591.4,342897.85,469331.42,1182.3725,2025-07-01,3,1,273,1,1,0,Global Investors
C1337,Individual,Jennifer,Johnson,,F,USA,California,Investment,5,No,Website,56.0,46-60,C1337,4,1310989.71,327747.4275,472750.27,1073.905,2025-02-01,3,1,423,1,2,0,Corporate Buyers
C1338,Individual,Christine,James,1968-12-01,F,USA,California,Personal Use,2,Yes,Website,58.0,46-60,C1338,3,1096818.64,365606.2133333333,596755.57,1169.0466666666669,2025-04-01,3,0,364,1,2,1,Corporate Buyers
C1339,Corporate,Rexon,Co,,M,USA,Nevada,Personal Use,4,Yes,Website,56.0,46-60,C1339,4,1532340.63,383085.1575,480760.06,1338.9,2025-08-01,3,1,242,1,3,0,Luxury Investors
C1340,Corporate,Forsyte,Co,1988-12-05,M,USA,Colorado,Personal Use,5,No,Website,38.0,31-45,C1340,4,1746049.93,436512.4825,528732.35,1421.4650000000001,2025-12-01,3,1,120,1,3,1,Luxury Investors
C1341,Individual,Julie,Cox,,F,USA,Colorado,Personal Use,5,Yes,Website,56.0,46-60,C1341,3,756694.8300000001,252231.61000000002,432814.05,952.2633333333333,2024-11-01,3,0,515,1,2,3,Corporate Buyers
C1342,Individual,Maria,Griffin,,F,USA,California,Personal Use,1,Yes,Agency,56.0,46-60,C1342,3,922722.19,307574.0633333333,392025.92,1003.3133333333334,2025-01-01,3,0,454,1,2,3,Corporate Buyers
C1343,Individual,Megan,Turner,,F,Canada,Ontario,Personal Use,5,No,Agency,56.0,46-60,C1343,3,1005148.6399999999,335049.54666666663,503297.17,1161.5433333333333,2025-10-01,3,0,181,1,1,3,Global Investors
C1344,Individual,Carl,Phillips,,M,USA,Florida,Personal Use,1,No,Agency,56.0,46-60,C1344,4,1319490.92,329872.73,531318.81,1139.4675,2025-10-01,4,0,181,1,1,0,Global Investors
C1345,Individual,Mary,Parker,,F,USA,Texas,Personal Use,5,No,Website,56.0,46-60,C1345,3,942467.41,314155.80333333334,476279.51,1049.3066666666666,2025-09-01,2,1,211,1,1,3,Global Investors
C1346,Corporate,Triton,Co,,F,USA,Colorado,Investment,4,No,Agency,56.0,46-60,C1346,3,1037623.3900000001,345874.4633333334,402065.13,1088.5866666666668,2024-04-01,1,2,729,1,2,1,Corporate Buyers
C1347,Individual,Mark,James,,M,USA,Washington,Personal Use,2,No,Client,56.0,46-60,C1347,3,1001705.48,333901.82666666666,375916.09,1090.9466666666667,2025-02-01,3,0,423,1,2,3,Corporate Buyers
C1348,Individual,Peter,Harris,,M,USA,Oregon,Personal Use,4,Yes,Client,56.0,46-60,C1348,3,1021309.9299999999,340436.6433333333,398340.41,1186.05,2025-09-01,3,0,211,1,1,0,Global Investors
C1349,Individual,Joyce,Johnson,,F,USA,Virginia,Investment,3,No,Website,56.0,46-60,C1349,3,773186.34,257728.78,313612.06,952.0733333333334,2025-01-01,2,1,454,1,2,3,Corporate Buyers
C1350,Individual,Julia,King,,F,Germany,Hamburg,Personal Use,5,No,Website,56.0,46-60,C1350,4,743296.88,185824.22,213732.45,632.215,2025-09-01,4,0,211,1,1,3,Global Investors
